0,1,2,3,4,5,6,7,8,label
-18518.5929003,-11835.4143942,4723.18580979,-4931.60593006,6881.9332913,-1332.3770408,6317.10817391,-5161.64889095,1569.88103565,lazy_college_senior
18868.3768062,-11299.8312796,-8299.22249322,16686.5808851,-2012.34187332,-3035.60211168,-8608.58153314,-8689.33456778,1739.60766,advice_god
2912.53357653,11726.694084,168.117716334,-4223.6238804,2491.0202475,439.914104096,-477.605877551,-2266.75196458,194.292034438,confession_bear
-2260.49802822,-12406.4132694,1216.12413624,-2374.49282844,5467.10550354,-1599.75396859,6585.1426756,825.369952629,1092.19360206,evil_toddler
15045.0094385,-2057.71606372,-4784.03720823,-4020.50485119,-10314.30051,4288.8455035,-4219.04779276,6772.52427115,-2557.50057925,college_liberal
2873.69382664,11147.480478,-8166.03824867,63.5764726663,5505.08254906,17101.4987579,-943.946976866,556.296157217,15609.4541238,business_cat
-1563.46134873,-13827.1146026,1095.44680617,-1836.98436353,5072.55028729,-887.717041516,8450.60718633,1676.36725159,1219.19321506,evil_toddler
-34259.1498325,1913.50352968,-7140.06065743,6203.15147541,-7997.47486944,3275.81962825,3846.31359365,-1080.94551026,1818.71475902,unpopular_opinion_puffin
18719.8949071,-10941.9239446,-7556.94228676,16256.8874436,-1906.82062608,-2151.51185092,-8328.99920501,-9526.44522107,2417.59807643,advice_god
10176.8334271,-4936.91858174,-561.79481147,3186.35590491,9724.18017882,-4681.34685357,7292.67663739,-1329.83141381,-3708.61685516,religion_pigeon
17078.8742737,-8717.50980375,-1063.55298604,-574.274669533,-1512.84567998,1817.58167589,1752.54278802,3569.05674317,-2395.48323978,minor_mistake_marvin
-17094.3260964,5291.23108564,-7576.23543345,2438.03525485,3329.26832292,-1525.60262181,6881.13784803,1848.80343583,1817.80974383,good_guy_greg
-30393.3500096,-3799.69488012,-2208.73865844,4517.78439759,-9844.04829834,2233.05493602,1124.87606675,-3214.84316551,-4865.4388367,bad_joke_eel
-586.436949899,13322.8006098,-5690.09327755,-3503.21954435,5266.85660951,1315.17052774,-1133.95087867,-1603.67763127,270.046745488,good_guy_greg
-6412.49539359,20460.2879324,3226.66467547,-71.548155199,7989.45337842,215.097377896,-3126.07536305,-7475.44263085,-8886.13324549,high_expectations_asian_father
1957.35701133,11864.136788,20.5815966201,-2053.27432238,3683.509308,5235.13005054,-4563.97809577,600.891639212,-6077.8616135,philosoraptor
8378.67367847,4108.43253866,1970.42676593,-4904.4386542,1618.09300418,-681.053862181,1962.42723571,81.9925458891,790.602755006,confession_bear
2197.90400984,11403.3728025,-8164.77161984,198.12044197,5469.84889809,17316.507753,-1349.64928081,1091.56438768,15927.7293941,business_cat
-93.1518720122,-14165.7802896,1853.41830604,-2570.68602363,5164.59517185,-1048.74350191,6657.33990037,1856.72696154,697.941597665,evil_toddler
-11028.5392364,-17155.8260899,4822.37854636,-2299.5416364,5868.84917,-882.906790783,8155.9946229,-1488.95634746,5262.83016151,lazy_college_senior
2479.23788782,1964.55190503,-1832.96570918,-1738.31219986,4040.26647185,-655.011475447,2249.88697502,-873.262724016,-896.236567323,overly_attached_girlfriend
3011.83156595,11149.7306267,-8217.61304929,1646.59709749,5358.84200635,16292.7291646,647.613089592,1443.93837074,13363.953875,business_cat
20148.1772648,-15057.1272898,2989.6595195,-3272.77610942,44.911261219,2739.78560961,3370.43573733,1591.91538467,-2368.62917419,first_day_on_the_internet_kid
-11680.7730631,-16776.3748659,4031.31955168,-4200.80363028,4752.0419244,-71.3206797751,9601.51780975,-2039.08799099,1410.18640457,lazy_college_senior
-18486.9546307,-13770.1884251,6779.78618512,-8973.19265823,6663.23305711,-846.101299623,-6736.92045414,-3347.86043629,4298.95683314,sudden_clarity_clarence
2221.67990913,11572.7568793,31906.2106172,14796.5001201,-1394.99921699,-1341.95126542,2501.35170863,6220.35101205,4491.95286831,socially_awkward_penguin
14259.6871206,-4964.74578073,-134.195346452,-7627.69837564,-5217.96537707,-4601.55688961,1459.18560446,-339.842571361,31.3330306386,sheltered_college_freshman
3057.79855949,12062.5556057,4809.49132268,-8590.85922066,-9238.6817321,-7901.03132594,-2963.96843724,709.193204313,3747.23551163,bad_luck_brian
-15824.4490223,642.494885432,-14624.5162783,6719.95353529,7000.79196962,-16246.8514758,-2562.26495735,16294.9718829,454.606630848,paranoid_parrot
4216.9410457,7287.01728067,28539.7295195,13304.994369,-1648.39197432,-1113.9945006,1191.89550361,4839.45627442,2455.32116283,socially_awkward_penguin
13719.6326533,-6037.57287524,-52.2388953803,19.5729281423,2129.76995944,-3206.1066358,2736.49434715,-378.833655665,579.676972658,overly_attached_girlfriend
8442.82681035,-11507.9420065,5142.74691963,-7711.65065907,6411.80203083,-1087.16306548,2600.22049403,5979.56064504,-4965.51149246,minor_mistake_marvin
494.444957459,-6671.40617638,-3060.1948741,3232.46243815,4021.54526476,126.737233097,5083.66118554,2023.06595741,758.226311448,evil_toddler
4479.53266809,8593.94793882,-7049.5407987,1550.03437868,5529.87905257,15114.8836296,2377.96676559,1837.26006286,11647.7486516,business_cat
11335.5203668,1739.70720501,-3348.55441867,-9383.67762519,-9291.79824808,-9602.57306439,7289.33751642,-8303.31523103,4772.78911512,sheltered_college_freshman
-2031.34275751,20805.9794462,-129.036115851,-716.72147777,-49.2327268086,-904.146960906,-2032.04337608,-6140.61575379,-5449.86132252,high_expectations_asian_father
3793.92906285,11731.0998633,265.22288029,-2819.87631753,2682.17823764,173.5184254,2695.08740428,-1241.55161248,-2339.83027814,confession_bear
14949.0442031,-1186.90634118,-5245.3714764,-3979.95985061,-10796.6389695,4759.40905996,-4831.31275115,6972.5496711,-1907.09088317,college_liberal
11302.1621209,1560.59415086,-3459.34197271,-9625.64301203,-9629.81888241,-9670.31521191,8011.61065953,-8492.17291683,4293.02867562,sheltered_college_freshman
11397.7048892,1544.53229714,-3204.26116519,-9072.93335268,-9421.25433211,-9318.02360595,8568.94796354,-8310.78605542,4441.2828704,sheltered_college_freshman
4203.3007608,6239.99209475,28865.4626707,12770.5430112,-1815.00841242,190.205592752,1503.59034354,5566.06209436,2030.07549661,socially_awkward_penguin
-15214.9065934,1153.66694368,-12861.2413092,6852.14174823,8277.18281376,-17527.0817288,-1375.22220108,14655.6711603,4945.13910812,paranoid_parrot
-32887.8372963,-5448.94667622,-1922.7315152,3567.16267192,-7375.42183233,1231.8715707,2005.87509449,-5261.05494017,-3261.80498264,bad_joke_eel
20387.7638352,-15869.2339504,2934.49884329,-2898.09548672,207.446161937,3216.47512559,3377.27384269,2320.10345282,-4443.75342781,first_day_on_the_internet_kid
-31210.8389087,-4485.28735436,-2958.72254457,3741.89777414,-9125.8439531,1048.90127405,2037.37221069,-5346.52933583,-2010.95125799,bad_joke_eel
-1365.82921209,14082.5452223,7663.13228079,-6814.83727073,-4720.55602528,-8820.51231296,-3460.75963216,-2687.48067545,-229.449140148,bad_luck_brian
-10583.0604902,24979.9735787,-859.435042604,797.522660073,7644.96586257,940.372924392,-1677.23974982,-8562.1415244,-8218.35818959,high_expectations_asian_father
2383.74668533,15444.3156131,2564.32540789,-8015.90579561,-12974.6134301,-9048.3779492,-3708.71186394,290.500854099,5232.04165807,bad_luck_brian
14677.4691214,-1700.7124633,-5046.82704211,-4430.70603658,-11147.2682423,4439.98343883,-4432.17213486,6750.53111787,-1917.99762154,college_liberal
-2500.10165905,18630.0004237,2741.62252684,-1670.86265592,4804.7214057,-317.748879984,-4067.41429324,-6302.74096033,-7857.21380319,high_expectations_asian_father
18472.806856,-14821.3269923,982.489956297,1098.06855147,142.257418654,3241.78686653,-2139.51547228,3457.11275143,-1427.78890303,overly_attached_girlfriend
19263.2890741,-11493.8085958,-7407.83982508,16017.8296019,-1016.22491634,-2798.81430924,-8194.4160617,-8632.37322186,2377.18493918,advice_god
2778.64124301,11557.0109972,-24.1999753096,-1438.50867861,3441.68866525,6386.54799916,-2707.66691519,956.126904766,-7484.4304323,philosoraptor
2145.15168163,10730.1079069,1406.69230034,-3249.35187546,4610.2252707,280.32278686,2840.23040859,-2267.32553386,-1611.79932906,confession_bear
18118.6625143,-11245.7344263,-291.421917585,-1435.99365596,-465.63056182,2955.34879923,1500.90563631,4643.21387365,-2974.11950931,minor_mistake_marvin
899.526231123,10636.4403636,-191.207799555,-564.593510822,3576.76376646,4722.66545199,-1429.24348147,450.237219488,-4283.26797692,philosoraptor
-7958.30183842,21342.8089622,2839.76632012,906.678777601,7347.22343693,147.851371691,-3295.22741732,-7668.05386044,-10024.5474,high_expectations_asian_father
-32787.26747,-2320.51489509,-4695.08231508,6800.65183383,-10018.527186,5700.95465024,3664.81780286,2092.8235173,-6230.69943972,unpopular_opinion_puffin
-21062.6695507,-9832.86838994,2344.01006324,101.889945493,2537.66581484,-1025.68853694,3467.83287287,-4344.70398693,7438.67894646,unpopular_opinion_puffin
11783.4359077,725.090035978,-2652.12839296,-9395.69147049,-8468.62596198,-8236.70968738,8172.22914642,-7000.244292,3234.43143548,sheltered_college_freshman
-225.45682646,12736.5186276,-6239.70026853,-955.509401996,4556.95983852,1919.11129033,2881.28261513,-899.57674857,-1406.96028666,good_guy_greg
14638.589812,-1363.23594252,-5264.38196065,-3668.23515999,-11124.6676545,4214.71593424,-4253.29874962,6425.1190066,-1663.86465928,college_liberal
14815.5039193,-2289.4443386,-4910.26828221,-4862.4748091,-10851.8437568,4774.8978464,-5782.17147483,7544.18099044,-2414.75192169,college_liberal
-24905.1073649,-3680.82738878,-3940.72413445,4736.45827249,-11794.0679203,9153.8992995,3740.90578676,5310.61234875,-4068.8909825,unpopular_opinion_puffin
14686.059251,-765.918178824,-5226.08480898,-3937.669058,-11223.6251061,4551.67023701,-4450.06807929,7079.31712606,-2206.13875918,college_liberal
19418.7238501,-11746.6123166,-8381.67142135,17501.6565303,-1263.07953924,-2818.74859245,-8388.68079876,-10132.6515125,1876.8091403,advice_god
2318.45244615,12234.2548961,24.3666859544,-1935.46879547,3885.00123557,1406.90196768,2403.57343077,-1165.27065785,-1825.41332336,confession_bear
17707.8318908,-8903.19926371,-7831.98329389,15592.8484881,-2478.98288893,-3093.66842325,-7702.1731448,-9275.08269675,2352.26943498,advice_god
-16908.9959184,-13123.2802626,5451.78234703,-5322.63713673,8335.92867083,-3399.92652691,7790.31196902,-7019.62501364,6393.62997519,lazy_college_senior
5754.16150137,6785.18328454,29193.4127363,12868.4516469,-530.87949119,-1486.43188301,1824.06348997,6317.33374225,3143.39214372,socially_awkward_penguin
2817.13926663,7155.57379974,3068.73297059,-5639.16865408,4417.27404307,-24.3839443873,-1181.43089918,-1327.28542379,-2256.49296253,confession_bear
-33722.2911255,-6383.01842352,-164.068816846,3573.10608194,-4742.47844272,-1884.70141559,1523.75310315,-7713.92295228,-932.126465444,bad_joke_eel
2998.04461092,14461.083797,3129.1997692,-8801.22634017,-10827.4117601,-9220.72067987,-3596.024782,421.949291331,5174.78076531,bad_luck_brian
3536.47566843,7525.04189017,-6443.2858682,812.2697545,5738.47389257,12931.2767333,493.260309129,1131.62140531,12299.8463994,business_cat
15185.2314221,-3919.23983403,-3265.36879707,-5027.48705702,-9670.41810784,3201.83103039,-5119.36694201,7212.55780091,-1972.17518235,college_liberal
-2432.70925132,-13639.5831228,1711.98111833,-1903.06634174,6326.67117385,417.223714731,9556.19563302,968.820900179,1644.54580724,evil_toddler
1131.79474704,16310.0548897,3790.04754873,-7735.12251841,-10723.5544389,-9185.07732078,-5661.24628041,-409.011617962,4772.32513827,bad_luck_brian
-5629.11355662,20145.4058467,2974.80674788,725.971874038,5744.20432828,-614.350843,-3829.94124635,-7390.54838573,-8160.25843871,high_expectations_asian_father
19047.2765019,-13626.2987797,825.251764778,-2201.1761065,2350.97852447,5346.0714759,2785.73465497,5129.18524901,-3063.89002472,minor_mistake_marvin
-4558.74385674,-11061.8154678,3432.26066852,-5305.92266342,6763.3297486,-1589.00859956,6375.53411894,215.07784387,394.610759309,evil_toddler
3193.101415,10030.4202513,753.593522145,-2263.29632964,3292.41766271,7010.21122489,-4463.51272834,1857.06892224,-6756.17950857,philosoraptor
17810.6912128,-11982.0197054,2790.81556831,-4256.33915156,1175.39171614,1472.24421784,2810.34639913,957.496149036,-5307.82024252,first_day_on_the_internet_kid
-21497.9426757,-18927.5818767,9437.71162397,-12048.9249877,6401.9346494,-623.765240619,-15200.2846215,-1037.27222926,3470.20600888,sudden_clarity_clarence
3365.27585906,12064.8590574,-490.24913491,-2931.74123045,2549.88146483,39.3395694136,1065.49730797,-2526.63691745,163.555811649,confession_bear
-29434.9773263,-1965.69188942,-5656.6763571,6199.2959014,-8641.61432768,6922.05935986,6375.70237894,2743.19184166,246.931482138,unpopular_opinion_puffin
-34628.7158902,-6600.04706028,-1663.81720433,7242.26234016,-6607.45860496,593.942808382,4826.74860051,-4493.48755512,-3589.64524157,bad_joke_eel
-31756.003653,-5883.72664295,-2539.39082817,3936.64281895,-9870.36789386,1657.26824655,325.39118001,-3626.3481068,-5694.85662223,bad_joke_eel
3592.11988267,15219.9828632,3452.143736,-9042.34819003,-10477.2733479,-7285.55353275,-2884.97032144,325.129325138,6651.38283831,bad_luck_brian
19285.4975127,-11870.4883313,-7691.94070506,17019.6817167,-1465.72481901,-2571.71105177,-7907.90674137,-8425.2167706,212.144833817,advice_god
-26380.8991368,-15127.896468,2826.568478,-1289.42877162,6178.10946821,-418.326387183,2987.42183385,-5068.45897514,6765.32356474,sudden_clarity_clarence
3316.68671413,13352.9519609,4270.70646402,-10413.023894,-10712.502051,-9302.5703614,-4819.07267217,-165.559595749,6405.76462609,bad_luck_brian
3625.79768705,15108.2326996,2308.85690274,-7013.9746179,-11706.7289222,-6819.86765675,-2173.48129538,1517.35231711,4310.90157307,bad_luck_brian
18180.3993361,-12709.9147964,3072.13577255,-4519.85669514,1905.19991598,2459.3771579,2839.49165459,1334.77170362,-5798.5456096,first_day_on_the_internet_kid
-14212.5720082,-12241.573775,3907.24235274,-2746.46362927,7204.30845333,519.208015822,6356.18065731,-4250.22689499,6487.9892374,lazy_college_senior
-7583.9851538,-3744.10014722,-6199.89732914,322.956401431,1952.08580935,881.134360615,2605.76575802,1633.41420284,-3922.57378691,philosoraptor
2554.77032075,11630.5652049,474.777915522,-2856.04683105,4092.06904433,1947.60083638,1130.10201764,-426.394733362,-2211.71884868,confession_bear
18009.3686116,-12679.7769535,2854.84752299,-4419.27142314,1456.38331272,1036.8664135,2893.55836036,1572.42463159,-5841.00668416,first_day_on_the_internet_kid
-19070.5395185,-15649.4766312,8557.85201546,-7211.09463771,3595.9908533,1152.51404591,-9760.73148966,-633.555067891,-2375.73262833,sudden_clarity_clarence
-24613.7995131,-8401.85278768,-10445.7509917,4328.60862969,-362.087192316,13654.5395079,6088.18363054,5406.7589608,18984.095564,business_cat
17744.9582888,-10511.2753876,-747.628599975,1901.81284362,2170.94248532,2785.14710429,3300.38793366,1466.33310542,-1431.85858693,minor_mistake_marvin
-5212.41468451,18924.7842305,4505.03468347,-269.603730755,6796.8253383,1684.04366531,-5117.43063471,-6201.07954705,-12294.3956772,high_expectations_asian_father
3626.33452414,7285.21006988,-6912.6364768,345.973209059,7824.16797855,-9510.93226232,-2165.24863079,3508.61847164,1141.59703516,paranoid_parrot
-32853.0820178,-5335.29146484,-2688.98443901,4023.45339738,-9584.15778881,953.6869665,935.675245685,-5202.24020691,-3657.50119395,bad_joke_eel
-31959.6376632,-7328.71332754,-893.832641547,3476.16007077,-8788.08531618,1338.2725173,728.779270773,-4037.70494094,-4376.71564263,bad_joke_eel
-6527.06603068,21371.8405472,2630.3553589,235.212589924,6524.64691984,2927.51233764,-3899.67407759,-5139.93778435,-11329.8157142,high_expectations_asian_father
14767.5629665,-1662.85376493,-5287.41526828,-4382.29929098,-10894.8969854,4525.38793671,-5040.88882834,6798.96709815,-2331.0540165,college_liberal
11262.9236578,1582.65379178,-3390.57080737,-9306.08777326,-9373.08142064,-9307.45635777,7515.34503474,-7947.71223431,4202.09195178,sheltered_college_freshman
7313.07096617,509.578828422,75.023922983,-3068.29632914,2977.86990489,-3987.15068049,7352.65649303,-4423.99531692,-3932.70582258,sheltered_college_freshman
-24819.6324901,-5790.00147099,-4758.60932361,6177.84773246,-14364.9200582,8870.03623064,5683.13982241,7034.69698719,-7066.68912296,unpopular_opinion_puffin
-32121.6851354,-3827.34575753,-1118.14197579,2319.53699593,-7736.43167619,112.383041502,-3451.98536323,-5086.15017847,-1649.03455251,bad_joke_eel
2481.65973679,11631.7155687,-220.620535239,-936.745611417,4017.70771575,6236.58945704,-2442.41526849,633.807032618,-6496.89135323,philosoraptor
19032.3199092,-13851.5834597,1958.95404505,-2888.30627928,-1806.34656652,886.117511564,2377.92697666,670.5013686,-2867.10739661,first_day_on_the_internet_kid
2765.46585693,13207.3513339,-6209.7075276,-2642.86478541,3559.76417146,1809.52131094,4824.35691984,-2639.41980125,4491.86621363,good_guy_greg
2880.9169745,14343.2631709,3474.13506131,-8192.70034298,-12101.497817,-9011.67417449,-4278.30103219,-202.365117031,6336.29331203,bad_luck_brian
19165.7759208,-11742.5288247,-8588.76632132,17447.8285911,-1819.83890718,-2546.65019253,-9315.51785836,-9171.31478914,1787.18622011,advice_god
11116.2387541,1809.12548852,-2660.57805934,-8777.60891918,-8902.15799049,-9334.67895526,8104.09878201,-8166.71231429,4570.24349265,sheltered_college_freshman
7423.45973206,-95.9939094354,-280.008049646,-4139.89842672,2884.50429951,-2645.19621622,8132.68916066,-4185.7206276,-4886.93556287,sheltered_college_freshman
18731.5133663,-12353.0427935,-600.530613947,2157.33835896,2495.82017918,4438.17532296,4062.56652645,2901.35257948,-2394.01650569,minor_mistake_marvin
-141.849580287,15760.9889189,3970.08339027,-2651.02125736,2394.11454758,826.662785375,-3370.96788766,-3769.02668761,-9674.20367604,high_expectations_asian_father
15070.8630821,-1707.08607237,-5091.24158251,-4170.18924819,-10593.0708709,4840.76870948,-4118.77905708,6769.05023969,-2730.94176362,college_liberal
-24311.2830586,-5730.78301416,-4279.84924036,4916.72027884,-12195.0564574,9935.64428589,6030.02083967,7448.66654682,-4456.1163428,unpopular_opinion_puffin
19276.9306757,-14813.3498249,2576.63691913,-4542.24983441,148.138910686,1592.42785649,1326.2447198,860.667308585,-2439.78580475,first_day_on_the_internet_kid
15109.2995102,-1946.05566105,-5066.91408014,-4054.32048084,-10716.0103341,4592.08847823,-4717.74051846,6657.02095626,-2443.95399331,college_liberal
1751.45171545,12594.2259707,-160.070619082,-1583.23960946,3986.16945368,4920.66734207,-3766.33878163,-376.813038561,-6404.3791215,philosoraptor
3386.67069369,14718.7465647,3127.11767942,-7826.44850176,-10842.7445334,-7819.11898318,-661.445029527,-1068.11344073,5436.14384991,bad_luck_brian
-9087.46286029,5815.33050551,-8489.63154476,-3208.48610541,3660.69326982,5073.53678932,-975.237896097,7334.86112649,2494.67468758,business_cat
-15619.3745656,1639.27516992,-14212.1637626,7313.27823643,3772.49205298,-16275.8990178,-3627.81420327,16217.0139991,-1091.45389495,paranoid_parrot
19674.6627135,-12424.0832814,-7003.12368583,16957.6148393,-578.03339794,-1516.92064887,-8400.37396142,-8329.74588193,1283.31634555,advice_god
14994.1326477,-1294.74504666,-5322.69728058,-3655.51255537,-10766.4428718,4696.5339195,-4819.27383008,6560.77851457,-1618.60777097,college_liberal
7968.26841032,7211.44412593,-1083.24500798,-2887.66049813,-2778.82119711,2341.7765891,-3421.44855582,821.807746994,-1606.734237,philosoraptor
-1004.78263717,-13144.0515058,1453.95745025,-3151.99544666,5579.25293976,-678.534652827,5867.39543059,1061.70655767,1486.70909769,evil_toddler
511.551788413,11711.6291343,-344.413488433,-1173.83007462,3213.6990258,4479.05847214,-2896.20172801,432.074847384,-5637.5060869,philosoraptor
-1102.59411204,-12877.0220508,1139.81986973,-2653.41353783,5746.91254493,-630.992642087,7986.80884289,987.65759667,2680.2550468,evil_toddler
19416.9668458,-11686.7538424,-8716.85223689,18097.6385622,-2794.60659019,-3838.6696419,-8936.60031272,-9486.92622473,916.495544476,advice_god
1650.11870674,12079.3326906,-5062.06084716,-2710.2375643,5906.63521628,985.356259565,4180.79744367,-2948.83632932,1842.55051938,good_guy_greg
2436.84154237,11068.1659485,249.542759074,-1201.97433632,3883.37160319,6228.1591601,-4149.97380689,1021.51954884,-6335.89057598,philosoraptor
19180.9426341,-11032.6991585,-8346.76111747,16839.9406116,-2415.66469824,-3505.73513501,-8118.8147134,-10845.4808814,1675.076728,advice_god
14818.1648516,-1297.68080989,-4698.85534545,-3323.86861163,-10504.9462552,4259.76117574,-3772.34284307,6841.03347266,-1606.46441244,college_liberal
-19002.2368364,-18427.1875595,9631.47322924,-12937.2864915,6465.79832954,-1560.3393002,-17520.9379808,-2828.75871596,5706.87718627,sudden_clarity_clarence
-17232.2175038,3517.48489515,-7005.36581085,1491.04716682,3059.90988306,-736.92070764,6670.61544909,3663.55309095,-27.2713286679,good_guy_greg
-18440.4145047,-18796.2514126,10132.3476544,-12266.6679946,5245.84485723,-478.799878689,-16219.8191969,-2061.53845833,4447.93166669,sudden_clarity_clarence
-2258.464546,-13387.6748406,1296.77033263,-1862.35727528,5068.191092,-1680.15110683,8417.65287604,1246.98988788,1487.69185202,evil_toddler
4565.67261526,9591.45384773,1643.41540692,-4030.68514175,2923.91936091,1130.72099241,-175.684468472,-466.659627384,-3352.90393478,confession_bear
-20384.3762661,-18332.5801721,9969.74884085,-13198.3885161,5655.40104601,-507.760665543,-16964.6714707,-2336.4982042,3532.03883889,sudden_clarity_clarence
2692.03353836,10849.2784561,-8167.08145246,-60.0516491662,5217.6762219,17092.2011192,-1487.19304252,941.635948085,16379.1240904,business_cat
50.64332691,12266.844579,7065.7883437,-1299.604535,-2327.67484147,4710.679701,-3741.99289731,45.0259798448,1991.03835874,religion_pigeon
18367.6370521,-11211.246533,-1025.76767353,1766.06530038,2581.70017391,3592.27953215,3631.28867157,1921.44049812,-1566.81364156,minor_mistake_marvin
17527.6180646,-12094.722148,2470.97915562,-4287.42281412,184.755861351,891.195345196,1512.09888905,1503.59005972,-5869.16839973,first_day_on_the_internet_kid
-950.296276813,4428.77864913,30424.2682083,13612.0205777,-2925.09458286,48.8141985098,2903.52528673,1227.5446793,5009.05937346,socially_awkward_penguin
-30476.3276382,-3877.81305773,-5278.83221645,6213.73213529,-9679.26935799,5984.16701024,5901.46594601,4143.10697532,-2887.54812259,unpopular_opinion_puffin
4982.08223515,4177.07416296,-4843.89837923,-2004.45349032,2599.76361956,-8397.87269723,-4527.41406672,3241.70458151,-982.178225804,paranoid_parrot
18428.8730787,-13052.8256421,2943.99079741,-4252.60731594,1589.62162025,1857.63501447,4002.49094684,919.548379588,-5143.69118987,first_day_on_the_internet_kid
-522.071113112,11732.4124346,-5993.67953108,-2830.89295798,4078.76664484,2121.84772284,1105.66005325,185.68719765,-1274.47264477,good_guy_greg
-11146.7177362,-13914.0687477,4564.22465443,-3848.25238922,6624.60445656,-8.88121612237,7786.68616148,-3086.82557615,943.00505527,lazy_college_senior
20048.5543958,-14642.8650291,2390.74617895,-2650.57874184,-260.256224014,3484.5880679,4197.89922095,1315.46347909,-1668.18005786,first_day_on_the_internet_kid
3106.77589254,10325.9578412,-8006.74383694,705.750701255,4574.01810662,16704.4821942,-1669.77347001,1336.12689055,14255.4120556,business_cat
3589.17890467,13601.519997,4475.43199251,-8936.6792456,-9997.01127424,-7184.97709263,-4393.43019273,724.736288904,4171.84483299,bad_luck_brian
-33761.0606434,-5255.87765989,-1151.35175393,1740.23202998,-7445.00853972,-841.7130607,-1540.5404024,-5400.52065852,-861.841301237,bad_joke_eel
-29085.9075619,-6606.69081343,-4285.54013997,3571.88417887,-10981.5015043,9179.8428545,4521.78633912,5605.44229168,-5001.30499672,unpopular_opinion_puffin
18963.081747,-14101.8264196,3499.35312728,-5716.37965327,2725.82997958,2436.52522606,3230.72257724,1433.69267418,-5883.88917451,first_day_on_the_internet_kid
3632.48314501,6461.14328862,28844.6419412,13010.7521225,-3165.45130409,-262.654128324,28.6558688793,5328.77098482,858.199590408,socially_awkward_penguin
10186.1439431,2183.13789097,-2759.87898401,-8819.28059575,-8091.57904885,-8694.30688492,7256.42589351,-6892.47973057,2195.30550836,sheltered_college_freshman
-1285.09046347,13224.3694984,-10174.5872519,5143.97678065,8471.52973078,-11848.7846984,-3895.26825513,3962.95372875,-198.628325658,paranoid_parrot
